id,user_id,typeid,area_code,name,phone,owner_name,owner_phone,contact_person_position,contact_person_fname,contact_person_lname,address,city,state,zip,details,description,logo,website,email,latitude,longitude,review_avg,review_count,created,modified,modified_by,delivery_distance,delivery,takeaway,delivery_fee,status,opening_time,closing_time,table_pricing,taxes
,2,5,,Al Orojuan,+966 11802 8020,Mohammad ,,,,," El-Hedaya Mosque, Riyadh 11493, Saudi Arabia", Riyadh,Riyadh,11493,,Halal food available here,RCRIYAD_00013_conversion.jpg,abc@gmail.com,htp@gmail.com,24.7135517,46.6752957,4,0,8/30/2016 17:27,8/30/2016 17:31,0,10,1,1,50,1,17:27:00,17:27:00,12,12.5
,2,3,,Gopals Sweets Restaurant &amp; Cake Shop,9021563452,gopal,8915672501,,,,"SCO 20-21, Sector 8C, Chandigarh, 160009",chandigarh,chandigarh,160101,,best quality products,gopals-sweets-restaurant.jpg,gopal.com,gopal@gm.com,30.7375023,76.7949389,5,0,8/19/2016 6:37,8/19/2016 6:39,0,,0,1,15,1,9:00:00,23:00:00,10,12.5
,2,1,,The Punjab Hotel,070787 22501,Akshay Kumar,070787 22501,,,,"Post Office Rd, Bijopuri", Saharanpur, Uttar Pradesh ,247001,,Saharanpur&#039;s Best Hotel,hotel-lobby.jpg,hotelpunjab.com,htp@gmail.com,29.9610418,77.5441815,1,0,8/24/2016 5:34,8/24/2016 5:37,0,445,1,0,500,1,5:34:00,5:34:00,11,12.5
,2,1,,La Mia,908647227,Maros Jurkovic,908647227,,,,Tilgnerova 3,Bratislava,Slovakia,84104,,Velkmi dobra restauracia,st_48.jpg,www.ecasnik.eu,maros.jurkovic27@gmail.com,48.1561264,17.0550792,2,0,9/23/2016 23:34,9/23/2016 23:35,0,10,1,1,,1,5:58:00,5:58:00,10,12.5
,2,4,,New Asia Restaurant &amp; Takeaway,+64 3-546 6238,John Keats,+64 3-546 6238,,,, 279 Hardy St,Nelson,"Nelson, NewZealand",7010,,,picture1277290361700.jpg,nrp.com,rajdep@gfgmo.com,-41.2742224,173.2865189,0,0,9/2/2016 16:21,9/2/2016 16:28,0,55,1,0,55,1,16:21:00,16:21:00,11,12.5
,2,5,,Al Orojuan macca,+966 11802 8020,Mohammad ,,,,," El-Hedaya Ringroad, Riyadh 11493, Saudi Arabia ", Riyadh,Riyadh,11493,,Halal food available here,RCRIYAD_00013_conversion.jpg,abc@gmail.com,htp@gmail.com,24.7135517,46.6752957,2,0,8/30/2016 17:27,8/30/2016 17:31,0,10,1,0,50,1,17:27:00,17:27:00,12,12.5
,2,5,,Brasa De Brazil Jeddah,+966 12 284 2345,Akshay kumar,+966 12 284 2345,,,,"Al Madinah Al Munawarah Branch Rd, Al Hamra District, Jeddah 23324, Saudi Arabia",Jeddah ,Jeddah ,23324,,great hotel is not it,brasa-de-brazil.jpg,www.dfghsjk.dsfg,sdfgk@fjdgs,21.2854067,39.2375507,0,0,9/7/2016 15:08,9/7/2016 15:14,0,5,1,1,34,1,12:08:00,2:08:00,10,12.5
,2,1,,Mama Noura,9876543211,Mama Noura,9876543210,,,,Mama Noura,5,,16601,,Mama Noura,182930Desert.jpg,http://rajdeep.crystalbiltech.com/cart_new/custom_cart/,abc@gmail.com,30.687782,30.9466103,0,0,9/9/2016 18:20,9/9/2016 18:29,0,20,1,1,10,1,6:17:00,18:17:00,10,12.5
,2,1,,test123,123456789,tes123,1234567,,,,chandigarh,chandigarh,punjab,160101,,this is a test ,132004Lighthouse.jpg,test.com,test@gmail.com,30.7333148,76.7794179,0,0,9/22/2016 13:14,9/22/2016 13:20,0,10,1,1,10,1,20:18:00,13:14:00,10,12.5
,2,1,,Rotunda,+421 905 33 66 66,Jurkovic,+421 905 33 66 66,,,,"Kolískova 3, 841 05 Bratislava",Bratislava,Slovakia,4105,,"Vitajte na našej stránke
Naša reštaurácia má cca 100 miest na sedenie. Pozostáva z dvoch miestností, z ktorých je jedna faj?iarska a druhá nefaj?iarská. Vonkajšiu ?as? reštaurácie tvorí priestranná terasa, ktorá ponúka cca 100 miest na sedenie.
Otváracia doba: od 11:00 hod. do 23:00 hod.
Pripravili sme pre Vás chutné pizze, špeciality talianskej a domácej gastronómie, ?apované pivo, kvalitné vína domácej produkcie, príjemná a priate?ská obsluha, pekné prostredie, široký výber nápojov a to všetko za slušné ceny. ?alšou skupinou ob?úbených jedál v našej pizzerii sú grilované jedlá - kuracie krídelká a brav?ové rebierka. Denné obedové menu ponúkame od 11:00 hod. - do 14:00 hod. za 3,90 €. Plati? môžete hotovos?ou,  všetkými druhmi stravných lístkov a  kartou. Možnos? obsluhy aj vä?ších turistických skupín alebo zájazdových autobusov ako aj usporiadania školení, svadieb, osláv, firemných ve?ierkov a pod.",162547rotunda.png,http://restauraciarotunda.eu/,restauraciarotunda@gmail.com,48.1509622,17.0535818,0,0,9/24/2016 16:25,9/24/2016 18:52,0,30,1,1,,1,8:00:00,12:00:00,10,12
,2,3,,Night Factory,9855663394,Mr. Rajeshji,98123212138,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex ",Chandigarh,Chandigarh,16006234,,bvngfhhfuityur,120247Desert.jpg,yy.com,10ds@gmail.com,30.7399738,76.7567368,0,0,9/22/2016 12:09,9/22/2016 12:09,0,300m,1,1,56,1,0:00:00,0:00:00,10,12.5
,2,1,,LOIHOôSA,,,,,,,,,,,,,193112Koala.jpg,,,,,0,0,9/26/2016 19:30,9/26/2016 19:31,0,,0,0,,1,0:00:00,0:00:00,10,12.5
,2,1,,fwrk,,,,,,,chandigarh,chandigarh,chandigarh,160101,,,hotel.png,,,30.7399738,76.7567368,0,0,9/27/2016 12:52,9/27/2016 12:54,0,,0,0,,0,0:00:00,0:00:00,10,10
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
,2,1,,jw-marriot,jw-marriot,himanshi,8950578343,,,,"Plot no: 6, B, Dakshin Marg, Sector 35, Chandigarh, 160035",chandigarh,chandigarh,160101,,five star hotel,r2.jpg,abc.com,abc@gmal.com,30.729551,76.7656294,5,30,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,1,15,1,0:00:00,0:00:00,15,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
,2,1,,La Mia,908647227,Maros Jurkovic,908647227,,,,Tilgnerova 3,Bratislava,Slovakia,84104,,Velkmi dobra restauracia,st_48.jpg,www.ecasnik.eu,maros.jurkovic27@gmail.com,48.1561264,17.0550792,2,0,9/23/2016 23:34,9/23/2016 23:35,0,10,1,1,,1,5:58:00,5:58:00,10,12.5
,2,4,,New Asia Restaurant &amp; Takeaway,+64 3-546 6238,John Keats,+64 3-546 6238,,,, 279 Hardy St,Nelson,"Nelson, NewZealand",7010,,,picture1277290361700.jpg,nrp.com,rajdep@gfgmo.com,-41.2742224,173.2865189,0,0,9/2/2016 16:21,9/2/2016 16:28,0,55,1,0,55,1,16:21:00,16:21:00,11,12.5
,2,5,,Al Orojuan macca,+966 11802 8020,Mohammad ,,,,," El-Hedaya Ringroad, Riyadh 11493, Saudi Arabia ", Riyadh,Riyadh,11493,,Halal food available here,RCRIYAD_00013_conversion.jpg,abc@gmail.com,htp@gmail.com,24.7135517,46.6752957,2,0,8/30/2016 17:27,8/30/2016 17:31,0,10,1,0,50,1,17:27:00,17:27:00,12,12.5
,2,5,,Brasa De Brazil Jeddah,+966 12 284 2345,Akshay kumar,+966 12 284 2345,,,,"Al Madinah Al Munawarah Branch Rd, Al Hamra District, Jeddah 23324, Saudi Arabia",Jeddah ,Jeddah ,23324,,great hotel is not it,brasa-de-brazil.jpg,www.dfghsjk.dsfg,sdfgk@fjdgs,21.2854067,39.2375507,0,0,9/7/2016 15:08,9/7/2016 15:14,0,5,1,1,34,1,12:08:00,2:08:00,10,12.5
,2,1,,Mama Noura,9876543211,Mama Noura,9876543210,,,,Mama Noura,5,,16601,,Mama Noura,182930Desert.jpg,http://rajdeep.crystalbiltech.com/cart_new/custom_cart/,abc@gmail.com,30.687782,30.9466103,0,0,9/9/2016 18:20,9/9/2016 18:29,0,20,1,1,10,1,6:17:00,18:17:00,10,12.5
,2,1,,test123,123456789,tes123,1234567,,,,chandigarh,chandigarh,punjab,160101,,this is a test ,132004Lighthouse.jpg,test.com,test@gmail.com,30.7333148,76.7794179,0,0,9/22/2016 13:14,9/22/2016 13:20,0,10,1,1,10,1,20:18:00,13:14:00,10,12.5
,2,1,,Rotunda,+421 905 33 66 66,Jurkovic,+421 905 33 66 66,,,,"Kolískova 3, 841 05 Bratislava",Bratislava,Slovakia,4105,,"Vitajte na našej stránke
Naša reštaurácia má cca 100 miest na sedenie. Pozostáva z dvoch miestností, z ktorých je jedna faj?iarska a druhá nefaj?iarská. Vonkajšiu ?as? reštaurácie tvorí priestranná terasa, ktorá ponúka cca 100 miest na sedenie.
Otváracia doba: od 11:00 hod. do 23:00 hod.
Pripravili sme pre Vás chutné pizze, špeciality talianskej a domácej gastronómie, ?apované pivo, kvalitné vína domácej produkcie, príjemná a priate?ská obsluha, pekné prostredie, široký výber nápojov a to všetko za slušné ceny. ?alšou skupinou ob?úbených jedál v našej pizzerii sú grilované jedlá - kuracie krídelká a brav?ové rebierka. Denné obedové menu ponúkame od 11:00 hod. - do 14:00 hod. za 3,90 €. Plati? môžete hotovos?ou,  všetkými druhmi stravných lístkov a  kartou. Možnos? obsluhy aj vä?ších turistických skupín alebo zájazdových autobusov ako aj usporiadania školení, svadieb, osláv, firemných ve?ierkov a pod.",162547rotunda.png,http://restauraciarotunda.eu/,restauraciarotunda@gmail.com,48.1509622,17.0535818,0,0,9/24/2016 16:25,9/24/2016 18:52,0,30,1,1,,1,8:00:00,12:00:00,10,12
,2,3,,Night Factory,9855663394,Mr. Rajeshji,98123212138,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex ",Chandigarh,Chandigarh,16006234,,bvngfhhfuityur,120247Desert.jpg,yy.com,10ds@gmail.com,30.7399738,76.7567368,0,0,9/22/2016 12:09,9/22/2016 12:09,0,300m,1,1,56,1,0:00:00,0:00:00,10,12.5
,2,1,,LOIHOôSA,,,,,,,,,,,,,193112Koala.jpg,,,,,0,0,9/26/2016 19:30,9/26/2016 19:31,0,,0,0,,1,0:00:00,0:00:00,10,12.5
,2,1,,fwrk,,,,,,,chandigarh,chandigarh,chandigarh,160101,,,hotel.png,,,30.7399738,76.7567368,0,0,9/27/2016 12:52,9/27/2016 12:54,0,,0,0,,0,0:00:00,0:00:00,10,10
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
,2,1,,jw-marriot,jw-marriot,himanshi,8950578343,,,,"Plot no: 6, B, Dakshin Marg, Sector 35, Chandigarh, 160035",chandigarh,chandigarh,160101,,five star hotel,r2.jpg,abc.com,abc@gmal.com,30.729551,76.7656294,5,30,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,1,15,1,0:00:00,0:00:00,15,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
,2,1,,Buffet Hut,0172 4001213,Mr. Rajesh,9877789,,,,"SCO 143 &amp;amp; 144, Madhya Marg, Sector 9-C, Sector 9 ",Chandigarh,Punjab,160025,,"pocket friendly, elaborate buffets.",409583-buffet-hut.PNG,buffethut.com,rajdep@gfgmo.com,30.746668,76.79424,4,50,0000-00-00 00:00:00,0000-00-00 00:00:00,0,10,1,1,20,1,0:00:00,0:00:00,6,12.5
,2,3,,Ginger Chandigarh, 0172 300 7777,Mr. Lalit, 0172 300 7777,,,,"Rajiv Gandhi IT Park, Near DLF Commercial Complex",Chandigarh,Punjab,160010,,Just the ambience and quality of food.,r1.jpg,thelalit.com,rajdep@gfgmo.com,30.5389944,75.9550329,5,10,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,1,0,10,1,0:00:00,0:00:00,8,12.5
